,username,full_text,tweet_clean,english_text,label
327,inilahdotcom,Presiden Direktur Microsoft Indonesia Dharma Simorangkir menekankan pentingnya dua aspek utama dalam pengembangan kecerdasan buatan (AI) di Indonesi... https://t.co/oytfc9RTUP,presiden direktur microsoft indonesia dharma simorangkir menekankan aspek utama pengembangan kecerdasan buatan ai indonesi,President Director of Microsoft Indonesia Dharma Simorangkir emphasized the main aspects of Indonesia's AI artificial intelligence development,negative
328,BeritaBaru,Microsoft Investasikan $1 5 Miliar Pada G42 Abu Dhabi Untuk Percepat Pengembangan AI dan Ekspansi Global [BeritaBaru] https://t.co/WANiWfjDm9,microsoft investasikan miliar g abu dhabi percepat pengembangan ai ekspansi global beritabaru,"Microsoft invests billions in Abu Dhabi to accelerate AI development, global expansion Beritabaru",neutral
329,antaranews,Menkominfo ajak media massa di Indonesia untuk bisa mendukung pengembangan kecerdasan artifisial atau artificial intelligence (AI). https://t.co/CeskjVgxRp,menkominfo ajak media massa indonesia mendukung pengembangan kecerdasan artifisi artifici intellig ai,Minister of Communication and Information invites Indonesian mass media to support the development of artificial intelligence,negative
330,KompasData,Langkah yang dilakukan Uni Eropa (UE) sungguh tepat. Mereka ingin menjamin bahwa pengembangan AI aman bagi semua. #TajukRencana #AdadiKompas https://t.co/nu21uAczm5,langkah uni eropa ue sungguh menjamin pengembangan ai aman tajukrencana adadikompa,The steps taken by the European Union to ensure that the development of AI is safe and that editorials are compatible,positive
331,KompasData,Semakin lama kita membiarkan pengembangan AI tanpa kendali regulasi bencana dehumanisasi tinggal menunggu waktu saja. #ArtikelOpini #AdadiKompas https://t.co/OdBhgHwK6s,membiarkan pengembangan ai kendali regulasi bencana dehumanisasi tinggal menunggu artikelopini adadikompa,Let the development of AI regulatory control dehumanization disaster just waiting for the opinion article to be developed,positive
332,setkabgoid,Presiden @jokowi menerima delegasi @Microsoft di Istana Merdeka Jakarta Selasa (30/04/2024). Pertemuan tersebut membahas kerja sama Microsoft dan Indonesia dalam pengembangan sumber daya manusia dan teknologi khususnya dalam bidang AI. #PotretKabinet Foto: BPMI Setpres https://t.co/lE19LkBOsq,presiden menerima delegasi istana merdeka jakarta selasa pertemuan membaha kerja microsoft indonesia pengembangan sumber daya manusia teknolog bidang ai potretkabinet foto bpmi setpr,"The President received a delegation from Jakarta's Merdeka Palace on Tuesday, a meeting to discuss the work of Microsoft Indonesia, Human Resources Development, Technology, AI, Portrait, Photo Cabinet, BPMI SETPR",neutral
333,feemafaa,NovAI pelopori masa depan game AI di dunia #Web3 di @avaland_network guys! Menjanjikan kreativitas tanpa akhir dan pengalaman yg dipersonalisasi bagi pengguna #AvaLand berdedikasi utk rayakan keunikan &amp; kembangkan hiburan yg dipersonalisasi pada tingkat tertinggi #Avalanche,novai pelopori game ai dunia web guy menjanjikan kreativita pengalaman yg dipersonalisasi pengguna avaland berdedikasi utk rayakan keunikan amp kembangkan hiburan yg dipersonalisasi tingkat tertinggi avalanch,Novai pioneers AI gaming world Web Guy promises creative personalized experiences Avaland users are dedicated to celebrating uniqueness & developing the highest level of personalized entertainment Avalanch,positive
334,sorbansantri,Masa Depan Call Center: AI Siap Gantikan Pekerja Dalam Setahun https://t.co/9ctwYx0cpx https://t.co/YvNFDbV7u6,call center ai gantikan pekerja setahun,AI call center replaces workers a year,negative
335,laufeyrez,10.) Atlas (2024) Huftt.. berapa kali gua bilang film genre action/adventure itu seru parah tapi kalo MC nya cewek ngga dulu deh. Pusing gua. Oke intinya ini film cukup bagus ya setting di masa depan gelud sama AI yang gua akui di sini CGI sama cinematographynya jd tertolong,atla huftt kali gua bilang film genr actionadventur seru parah kalo mc nya cewek ngga deh puse gua oke intinya film bagu ya set gelud ai gua akui cgi cinematographynya jd tertolong,"Atla Huftt, this time I said that the action adventure genre film would be really fun if the MC was a girl, I wouldn't be happy with it, the point is, it's a good film, but I'll admit that the CGI cinematography helps.",positive
336,xaszeem,Di masa depan 70 persen anggota DPR akan digantikan dengan Model LLM + Multimodal + Reinforcment Learning (AI) atau model baru dimasa depan yang lebih dipercaya masyarakat. Atau bahkan Reinforcment Learning akan membentuk partainya sendiri membentuk ideologinya sendiri,persen anggota dpr digantikan model llm multimod reinforc learn ai model dimasa dipercaya masyarakat reinforc learn membentuk partainya membentuk ideologinya,percent of DPR members replaced by multimod llm model reinforc learn ai model in the future people trust reinforc learn form their party form their ideology,neutral
337,gunaindra4,Pagi Love luv ai beb&amp; kesayangan. Hari ini mencoba yg baru tp tak lupa dgn yg lama Semoga kita bisa menjadi versi terbaik diri kita. Jgn mengejar masa depan tapi lupa menikmati masa indahmu hari ini. Dan jg jgn memuaskan nafsu melupakan masa depan. miss u kesayanganku https://t.co/32lMWJ2VL8,pagi love luv ai bebamp kesayangan mencoba yg tp lupa dgn yg semoga versi terbaik jgn mengejar lupa menikmati indahmu jg jgn memuaskan nafsu melupakan miss u kesayanganku,morning love luv ai bebamp beloved try but forget the best version don't chase forget to enjoy your beauty don't satisfy lust forget my beloved miss u,positive
338,InfoKomputer,Survei ini dimaksudkan untuk mencari tahu bagaimana Anda memanfaatkan Generative AI di kehidupan sehari-hari. Kami berharap survei ini dapat menggambarkan dampak Generative AI di hari ini maupun masa depan. Link survei: https://t.co/x9CBWlrVXV Periode hingga 17 Mei 2024 https://t.co/i0UK21LUUL,survei mencari memanfaatkan gener ai kehidupan seharihari berharap survei menggambarkan dampak gener ai link survei period mei,"The survey seeks to utilize Gen AI in everyday life, hoping the survey will illustrate the impact of Gen AI survey link for the May period",negative
339,Campus_Raharja,Annyeong Pribadi Raharja! Siang ini berlangsung acara Seminar Nasional Marketing 5.0 berbasis Artificial Intelligence nih di Universitas Raharja. Ini bukan seminar biasa tapi pandangan ke masa depan di mana AI menjadi kekuatan utama dalam interaksi dan komunikasi https://t.co/WSi69uXNRf,annyeong pribadi raharja siang acara seminar nasion market berbasi artifici intellig nih universita raharja seminar pandangan ai kekuatan utama interaksi komunikasi,annyeong personal raharja afternoon national market seminar event based on artifici intelligence nih universita raharja seminar ai view the main power of communication interaction,positive
340,sakuma_ryu,Klo artist gak punya masa depan karena AI lalu mereka quit Art karna alasan tsb... Entah knp tp ak kecewa karna simpelnya berarti kalian ngambar bukan karena suka... Lantas selama ini yg dilakukan apa dong? Ikr AI tuh sngt merugikan artist tp emng artinya kalian ninggalin aja?,klo artist gak ai quit art karna alasan tsb knp tp ak kecewa karna simpelnya ngambar suka lanta yg ikr ai tuh sngt merugikan artist tp emng ninggalin aja,"If the artist doesn't want to quit art for that reason, why would he but I'm disappointed because it's so simple to draw like a floor that I'm sure of, it's very detrimental to the artist but he'll just leave it",negative
341,aiu_aii,Gue juga mikir dia pasti bisa liat gwiju masa depan juga ,gue mikir liat gwiju,I think I saw gwiju,neutral
342,GoogleCloud_ID,Bisnis kamu siap menghadapi masa depan ? Di #GoogleCloudSummit Jakarta Global Managing Director of AI Business dan Applied Engineering kami menekankan kekuatan transformatif #AI. Bersama kita eksplor bagaimana AI dapat meningkatkan bisnis kamu https://t.co/0k7T0xxy8r,bisni menghadapi googlecloudsummit jakarta global manag director of ai busi appli engin menekankan kekuatan transformatif ai eksplor ai meningkatkan bisni,business faces googlecloudsummit jakarta global manag director of ai busi appli wants to emphasize the transformative power of ai explore ai improve business,positive
343,dgoldpreneur, Bergabunglah dengan perubahan revolusioner di dunia AI! Zenqira pionir dalam era digital AI Training menghadirkan daya komputasi terdesentralisasi untuk memenuhi tuntutan masa depan. #CloudComputing #AI #Decentralization #TechRevolution #Zenqira https://t.co/Ltv5NphOvC,bergabunglah perubahan revolusion dunia ai zenqira pionir era digit ai train menghadirkan daya komputasi terdesentralisasi memenuhi tuntutan cloudcomput ai decentr techrevolut zenqira,join the revolutionary change of the world ai zenqira pioneer of the digital era ai train delivers decentralized computing power meeting the demands of cloudcomput ai decentr techrevolut zenqira,neutral
344,Rafilsafat,Tiba-tiba kepikiran. Di era otomasi ini ketika berbagai fungsi kerja manusia (coding teknisi desain nulis dll) dapat diganti oleh robot/kecerdasan buatan apakah kerja antropolog juga dapat diotomasi? Mampukah AI di masa depan melakukan etnografi or jagongan bersama warga?,tibatiba kepikiran era otomasi fungsi kerja manusia code teknisi desain nuli dll diganti robotkecerdasan buatan kerja antropolog diotomasi ai etnografi or jagongan warga,"suddenly thought of the era of automation, human work functions, code, deaf design technicians, etc. replaced by robots, artificial intelligence, anthropologists' work was automated, AI ethnography or citizen championing",negative
345,Lintasarta,Masa depan AI telah hadir untuk #ISV! #NVIDIAH100 membuka era baru komputasi AI ciptakan solusi AI canggih luncurkan inovasi lebih cepat &amp; tingkatkan pengalaman pelanggan! Bukan hanya #GPU H100 adalah katalisator transformasi ISV! #Lintasarta #EmpoweringYourFuture https://t.co/JOVMQ2659d,ai hadir isv nvidiah membuka era komputasi ai ciptakan solusi ai canggih luncurkan inovasi cepat amp tingkatkan pengalaman pelanggan gpu h katalis transformasi isv lintasarta empoweringyourfutur,ai is here isv nvidiah opens the era of ai computing create advanced ai solutions launch rapid innovation amp improve customer experience gpu h transformation catalyst isv Lintasarta empoweringyourfutur,positive
346,Bambangirwant12,Siapkan Anak menghadapi tantangan AI di masa depan. Biar anak bisa lebih besar mendapat peluang kerja. Bahkan bisa menciptkan peluang kerja baru. https://t.co/SOFOBgCYtU,siapkan anak menghadapi tantangan ai biar anak peluang kerja menciptkan peluang kerja,prepare children to face challenges so that children can create job opportunities,neutral
347,__seulilangka,KALAU DIPIKIR² LAGI BELIAU INI KAYAK BISA BACA MASA DEPAN AI SEKARANG MERAJALELA BAHKAN SAMPAI ADA PENELITIAN BIKIN CLONINGAN DARI AI DI REALISASIKAN KE RL Bersyukur banget wondla di tayangin tahun ini karena sangat² relate sama kehidupan sekarang. Wonderland Team ganbatte,dipikir² beliau kayak baca ai merajalela penelitian bikin cloningan ai realisasikan rl bersyukur banget wondla tayangin sangat² relat kehidupan wonderland team ganbatt,"I think it's like he's reading AI's rampant research into making AI clones. Realizing RL is really grateful, wondla shows very relatable life, Wonderland Team, bro.",positive
348,ayamdreampop, AI akan membahayakan manusia di masa depan! AI now:,ai membahayakan manusia ai now,ai endangers humans ai now,neutral
349,RadarBangkalan,Kekhawatiran di Masa Depan ! Apakah AI Akan Buat Manusia Nganggur ? https://t.co/fRAGPXStFC,kekhawatiran ai manusia nganggur,worries about idle humans,neutral
350,cilacilalaaa,gatau deh baik masa depan sm masa lalu ada hal yg g pgn ai ulangi atau ngerti lagi,gatau deh sm yg g pgn ai ulangi ngerti,I don't know if those who don't want to repeat it will understand,neutral
351,wahibmuhibi,Case seperti ini bakal muncul sering di masa depan ketika AI sudah jadi teman hidup ketika teknologi perangkat VR sudah pasaran. Dalam hal ini karena LLM merupakan tools dan human as decision makers. Maka jika ada case spt ini tetap dikategorikan sbg human error.,case muncul ai teman hidup teknolog perangkat vr pasaran llm tool human as decis maker case spt dikategorikan sbg human error,case appears ai life partner technologist vr market llm tool human as decis maker case like categorized as human error,neutral
352,BloombergTZ,Teknologi AI Membuat Manusia Jadi Nganggur di Masa Depan? https://t.co/kVqs8dtXNF,teknolog ai manusia nganggur,Human AI technologists are unemployed,neutral
353,dipdop_id, Yuk Mates! Hari ini mari kita refleksikan lagi bagaimana AI akan membentuk masa depan kita. Ada ide atau prediksi tentang peran AI di masa depan yang ingin kamu bagikan? #FutureTech #AIinFuture,yuk mate mari refleksikan ai membentuk ide prediksi peran ai bagikan futuretech aiinfutur,"Come on, mate, let's reflect on AI, form an idea, predict the role of AI, share futuretech AIinfutur",neutral
354,patutdiretweet,Baru! AMD Ryzen AI 300 Series dan MSI A16 AI+: Laptop Masa Depan untuk Gaming dan Produktivitas. Prosesor Ryzen AI 300 unggul dalam kecerdasan buatan. MSI hadir dengan empat varian laptop unggulan. Baca selengkapnya di sini: https://t.co/zvWtuKLVAW https://t.co/VrOHfPGSPV,amd ryzen ai seri msi a ai laptop game produktivita prosesor ryzen ai unggul kecerdasan buatan msi hadir varian laptop unggulan baca selengkapnya,amd ryzen ai series msi a ai gaming laptop productivity superior ryzen ai processor artificial intelligence msi presents superior laptop variant read more,positive
355,commaditya,yoih momen artifisial ga bikin kesan mendalam seperti di foto prewed beneran. cerita fabrikasi prewed ai tidak akan menimbulkan rindu saat dilihat lagi di masa depan. bandingin: emang kapan kita ke paris? vs kok mau maunya dulu kita jongkok kaya gitu di depan govinda ya? ,yoih momen artifisi ga bikin kesan mendalam foto prew beneran cerita fabrikasi prew ai menimbulkan rindu bandingin emang pari vs maunya jongkok kaya gitu govinda ya,"Yoh, artificial moments don't make a deep impression. Prew photos are real. Prew AI's fabricated story makes me long to compare Pari vs. I want to squat like that, Govinda huh?",negative
356,AlwaysBeenChoze,Meskipun AI Agents terlihat seperti mainan sekarang di masa depan teknologi ini bakal jadi salah satu Teknologi utama yang mungkin akan di gunakan oleh mayoritas Trader Crypto. Ingat AI adalah masa depan,ai agent mainan teknolog salah teknolog utama mayorita trader crypto ai,ai agent toy technologist one of the main technologists of the majority of ai crypto traders,positive
